,text,context,url,search_queries,relevant_sentences,contradiction,neutrality,entailment,relevance
237,The omega-3 fats in fish protect the heart against the development of erratic and potentially deadly cardiac rhythm disturbances.,"An analysis of 20 studies involving hundreds of thousands of participants indicates that eating approximately one to two 3-ounce servings of fatty fish a week—salmon, herring, mackerel, anchovies, or sardines—reduces the risk of dying from heart disease by 36 percent. (1) Eating fish fights heart disease in several ways. The omega-3 fats in fish protect the heart against the development of erratic and potentially deadly cardiac rhythm disturbances. They also lower blood pressure and heart rate, improve blood vessel function, and, at higher doses, lower triglycerides and may ease inflammation. The strong and consistent evidence for benefits is such that the Dietary Guidelines for Americans, the American Heart Association, and others suggest that everyone eat fish twice a week.",https://www.hsph.harvard.edu/nutritionsource/fish/,"{'diet AND healthiest AND fish', 'diet AND fish'}","[1, 11, 16]","[0.0018411537, 0.01480715, 0.0021005732]","[0.98278815, 0.8837206, 0.99384487]","[0.015370739, 0.10147227, 0.004054577]",0.5040342807769775
238,Learn more about Dietary Guidelines and fish Choose a variety of fish that are lower in mercury.,"Learn which nutrients in fish support child development Eating fish can provide other health benefits too. Learn more about health benefits                                                                                    The Dietary Guidelines for Americans recommends eating fish as part of a healthy eating pattern. Learn more about Dietary Guidelines and fish Choose a variety of fish that are lower in mercury. Learn which fish are lower in mercury Fish are part of a healthy eating pattern and provide key nutrients during pregnancy, breastfeeding, and/or early childhood to support a child’s brain development: Choline also supports development of the baby’s spinal cord. Fish provide iron and zinc to support children’s immune systems.",https://www.fda.gov/food/consumers/advice-about-eating-fish,"{'diet AND healthiest AND dietary AND guideline AND fish AND information', 'diet AND fish AND food', 'diet AND fish', 'diet AND fish AND species AND shrimp'}","[0, 1, 3, 11, 22]","[0.0012062828, 0.0016175817, 0.3622745, 0.0041494137, 0.001600789]","[0.9971276, 0.9172986, 0.42326757, 0.8805, 0.98770195]","[0.0016661417, 0.08108378, 0.21445794, 0.11535059, 0.0106972335]",0.5023329257965088
239,Studies also reveal that people who eat fish every week have more gray matter — your brain’s major functional tissue — in the parts of the brain that regulate emotion and memory (11).,"While mild mental decline is normal, serious neurodegenerative ailments like Alzheimer’s disease also exist. Many observational studies show that people who eat more fish have slower rates of mental decline (10). Studies also reveal that people who eat fish every week have more gray matter — your brain’s major functional tissue — in the parts of the brain that regulate emotion and memory (11). SUMMARY Fish intake is linked to reduced mental decline in older adults. People who eat fish regularly also have more gray matter in the brain centers that control memory and emotion.",https://www.healthline.com/nutrition/11-health-benefits-of-fish,{'diet AND fish'},"[7, 11, 16, 17, 19]","[0.009343564, 0.010285909, 0.0024266858, 0.0010995822, 0.038970232]","[0.7917606, 0.90098614, 0.9915713, 0.9966679, 0.6826977]","[0.19889583, 0.08872793, 0.0060019447, 0.0022324226, 0.27833205]",0.5021470785140991
240,All 50 states and some U.S. territories and tribes issue advisories to protect people from potential health risks of eating contaminated fish caught in local waters.,"When contaminant levels are unsafe, fish and shellfish advisories help people make informed decisions about where to fish or harvest shellfish. Advisories recommend that people limit or avoid eating certain species of fish and shellfish caught in certain places. All 50 states and some U.S. territories and tribes issue advisories to protect people from potential health risks of eating contaminated fish caught in local waters. EPA encourages states, territories and tribes to also issue safe eating guidelines. These guidelines tell people which fish they can eat safely and encourage eating fish and shellfish as part of a healthy diet.",https://www.epa.gov/choose-fish-and-shellfish-wisely/fish-and-shellfish-advisories-and-safe-eating-guidelines,{'diet AND healthiest AND dietary AND guideline AND fish AND information'},"[0, 1, 22]","[0.004058473, 0.0062459596, 0.0013274816]","[0.9919052, 0.9696997, 0.99698144]","[0.0040363017, 0.02405435, 0.0016911442]",0.5015174150466919
241,"Learn which fish are lower in mercury Fish are part of a healthy eating pattern and provide key nutrients during pregnancy, breastfeeding, and/or early childhood to support a child’s brain development: Choline also supports development of the baby’s spinal cord.","Learn more about health benefits                                                                                    The Dietary Guidelines for Americans recommends eating fish as part of a healthy eating pattern. Learn more about Dietary Guidelines and fish Choose a variety of fish that are lower in mercury. Learn which fish are lower in mercury Fish are part of a healthy eating pattern and provide key nutrients during pregnancy, breastfeeding, and/or early childhood to support a child’s brain development: Choline also supports development of the baby’s spinal cord. Fish provide iron and zinc to support children’s immune systems. Fish are a source of other nutrients like protein, vitamin B12, vitamin D, and selenium too.",https://www.fda.gov/food/consumers/advice-about-eating-fish,"{'diet AND healthiest AND dietary AND guideline AND fish AND information', 'diet AND fish AND food', 'diet AND fish', 'diet AND fish AND species AND shrimp'}","[1, 11, 16]","[0.0016885505, 0.0032295322, 0.0015117571]","[0.9424138, 0.65924186, 0.974039]","[0.055897705, 0.3375286, 0.024449231]",0.5013678073883057
242,"The Dietary Guidelines for Americans states that to consume those higher amounts, children should only be fed fish from the “Best Choices” list that are even lower in mercury – these fish are anchovies, Atlantic mackerel, catfish, clams, crab, crawfish, flounder, haddock, mullet, oysters, plaice, pollock, salmon, sardines, scallops, shad, shrimp, sole, squid, tilapia, trout, and whiting.","* There is moderate scientific evidence of a relationship between the eating pattern as a whole and the potential health benefit. §For some children, the amounts of fish in the Dietary Guidelines for Americans are higher than in this FDA/EPA advice. The Dietary Guidelines for Americans states that to consume those higher amounts, children should only be fed fish from the “Best Choices” list that are even lower in mercury – these fish are anchovies, Atlantic mackerel, catfish, clams, crab, crawfish, flounder, haddock, mullet, oysters, plaice, pollock, salmon, sardines, scallops, shad, shrimp, sole, squid, tilapia, trout, and whiting. Advice revised October 2021   Fish  Best Choice, Good Choice, or Choice to Avoid?",https://www.fda.gov/food/consumers/advice-about-eating-fish,"{'diet AND healthiest AND dietary AND guideline AND fish AND information', 'diet AND fish AND food', 'diet AND fish', 'diet AND fish AND species AND shrimp'}",[1],[0.0020966488],[0.83185655],[0.16604674],0.5010696649551392
243,(6) But low intake of omega-3 fats from fish is at least as dangerous.,"Except perhaps for a few fish species, the scale tips in favor of fish consumption for women who are pregnant. High intake of mercury appears to hamper a baby’s brain development. (6) But low intake of omega-3 fats from fish is at least as dangerous. In a study of almost 12,000 pregnant women, children born to those who ate less than two servings of fish a week didn’t do as well on tests of intelligence, behavior, and development as children born to mothers who ate fish at least twice a week. (7) A study conducted by Harvard researchers showed that visual recognition scores in six-month-olds were highest in those whose mothers ate at least two servings of fish a week during pregnancy but who also had low mercury levels.",https://www.hsph.harvard.edu/nutritionsource/fish/,"{'diet AND healthiest AND fish', 'diet AND fish'}","[0, 1, 16]","[0.0014715346, 0.0022019218, 0.0021998615]","[0.9975973, 0.9813905, 0.9875168]","[0.0009311775, 0.016407657, 0.010283283]",0.5009900331497192
244,"Catching fish for the purpose of food or sport is known as fishing, while the organized effort by humans to catch fish is called a fishery (which also describes the area where such enterprise operates).","[104] That proportion is considerably elevated in some developing nations and regions heavily dependent on seafood. In a similar manner, fish have been tied to primary industry and associated food, feed, pharmaceutical production and service industries. Catching fish for the purpose of food or sport is known as fishing, while the organized effort by humans to catch fish is called a fishery (which also describes the area where such enterprise operates). Fisheries are a huge global business and provide income for millions of people. [104] The annual yield from all fisheries worldwide is about 154 million tons,[105] with popular species including herring, cod, anchovy, tuna, flounder, and salmon.",https://en.wikipedia.org/wiki/Fish,{'fish'},"[7, 8, 11, 16]","[0.05812471, 0.016163085, 0.011948779, 0.00090397283]","[0.8412103, 0.9819926, 0.8458631, 0.996797]","[0.100664996, 0.0018443282, 0.14218812, 0.0022990382]",0.500954806804657
245,[17][18]  The various fish groups account for more than half of vertebrate species.,"The position of hagfish in the phylum Chordata is not settled. Phylogenetic research in 1998 and 1999 supported the idea that the hagfish and the lampreys form a natural group, the Cyclostomata, that is a sister group of the Gnathostomata. [17][18]  The various fish groups account for more than half of vertebrate species. As of 2006,[19] there are almost 28,000 known extant species, of which almost 27,000 are bony fish, with 970 sharks, rays, and chimeras and about 108 hagfish and lampreys. A third of these species fall within the nine largest families; from largest to smallest, these families are Cyprinidae, Gobiidae, Cichlidae, Characidae, Loricariidae, Balitoridae, Serranidae, Labridae, and Scorpaenidae.",https://en.wikipedia.org/wiki/Fish,{'fish'},"[1, 7, 11, 16, 22]","[0.0008069369, 0.012176561, 0.0013487721, 0.0008228463, 0.00095469446]","[0.99770594, 0.95643497, 0.9963924, 0.99777764, 0.9971697]","[0.0014870127, 0.031388465, 0.0022588305, 0.0013995344, 0.001875701]",0.4996381998062134
246,"Farmed salmon are fed fish meal, given antibiotics to combat diseases and have levels of PCBs high enough to rate a health advisory from EDF.","6. Salmon (farmed) Most farmed salmon (and all salmon labeled “Atlantic salmon” is farmed) are raised in tightly packed, open-net pens often rife with parasites and diseases that threaten the wild salmon trying to swim by to their ancestral spawning waters. Farmed salmon are fed fish meal, given antibiotics to combat diseases and have levels of PCBs high enough to rate a health advisory from EDF. Recently, however, freshwater-farmed coho salmon have earned a Best Choice status from Seafood Watch. Consumer pressure may encourage more farms to adopt better practices.",https://www.onemedical.com/blog/eat-well/healthy-fish-eating-guide/,{'diet AND healthiest AND fish'},"[1, 11, 16, 22]","[0.0038665482, 0.03390873, 0.0076662432, 0.000952171]","[0.95069605, 0.92715085, 0.9867027, 0.99654007]","[0.045437448, 0.038940437, 0.0056310096, 0.0025078505]",0.49934542179107666
247,Kids should eat fish from choices lower in mercury once or twice a week.,"If you're pregnant, planning to become pregnant or are breastfeeding, you can still get the heart-healthy benefits of fish from a variety of seafood and fish that are typically low in mercury, such as salmon and shrimp. Limit the amount you eat to: Young children also should avoid fish with potentially high levels of mercury contamination. Kids should eat fish from choices lower in mercury once or twice a week. The serving size for children younger than age 2 is 1 ounce and increases with age. In order to get the most health benefits from eating fish, pay attention to how it's cooked.",https://www.mayoclinic.org/diseases-conditions/heart-disease/in-depth/omega-3/art-20045614,{'diet AND fish'},"[16, 17, 19]","[0.00084307964, 0.011310226, 0.025130874]","[0.98965657, 0.9467892, 0.64114475]","[0.009500335, 0.041900598, 0.33372438]",0.49908435344696045
248,"It’s inexpensive, and it’s plentiful: the fourth most popular fish eaten in the United States behind tuna, salmon, and Pollock, she says.","They're also one option that is good for picky eaters, says Agyeman. “Tilapia gets a bad rep as a bottom feeder, but it's actually a good seafood choice,” says Derocha. It’s inexpensive, and it’s plentiful: the fourth most popular fish eaten in the United States behind tuna, salmon, and Pollock, she says. Rich in vitamin B-12, niacin, phosphorous, potassium, it’s nice and mild, so the seafood-averse might just take to it, she adds. “Tilapia is the boneless, skinless chicken breast of the sea—it has almost a neutral flavor,” she says.",https://www.goodhousekeeping.com/health/diet-nutrition/a37678623/healthiest-fish-to-eat/,{'diet AND healthiest AND fish'},"[0, 1, 8, 11, 16]","[0.001968214, 0.0009753612, 0.6355884, 0.005114137, 0.0010991809]","[0.99135077, 0.9877813, 0.35725942, 0.96025157, 0.9948126]","[0.0066810166, 0.011243412, 0.007152163, 0.03463431, 0.004088202]",0.49886083602905273
249,"Fishes are a paraphyletic group: that is, any clade containing all fish also contains the tetrapods, which are not fish (though they include fish-shaped forms, such as Whales and Dolphins or the extinct ichthyosaurs, which acquired a fish-like body shape due to secondary aquatic adaptation, see evolution of cetaceans).","Fish may have evolved from a creature similar to a coral-like sea squirt, whose larvae resemble primitive fish in important ways. The first ancestors of fish may have kept the larval form into adulthood (as some sea squirts do today). Fishes are a paraphyletic group: that is, any clade containing all fish also contains the tetrapods, which are not fish (though they include fish-shaped forms, such as Whales and Dolphins or the extinct ichthyosaurs, which acquired a fish-like body shape due to secondary aquatic adaptation, see evolution of cetaceans). The following cladogram shows clades – some with, some without extant relatives – that are traditionally considered as ""fishes"" (cyan line) and the tetrapods (four-limbed vertebrates), which are mostly terrestrial. Extinct groups are marked with a dagger (†).",https://en.wikipedia.org/wiki/Fish,{'fish'},"[1, 7, 8, 11, 16, 22]","[0.0011058721, 0.27981904, 0.06887411, 0.141908, 0.0019465846, 0.0018364371]","[0.9976204, 0.63530684, 0.92450583, 0.8122475, 0.99716187, 0.98937315]","[0.0012736373, 0.08487413, 0.006620128, 0.045844477, 0.00089155865, 0.008790351]",0.4986015260219574
250,There is strong evidence that eating fish or taking fish oil is good for the heart and blood vessels.,"Fish is a very important part of a healthy diet. Fish and other seafood are the major sources of healthful long-chain omega-3 fats and are also rich in other nutrients such as vitamin D and selenium, high in protein, and low in saturated fat. There is strong evidence that eating fish or taking fish oil is good for the heart and blood vessels. An analysis of 20 studies involving hundreds of thousands of participants indicates that eating approximately one to two 3-ounce servings of fatty fish a week—salmon, herring, mackerel, anchovies, or sardines—reduces the risk of dying from heart disease by 36 percent. (1) Eating fish fights heart disease in several ways.",https://www.hsph.harvard.edu/nutritionsource/fish/,"{'diet AND healthiest AND fish', 'diet AND fish'}","[0, 11, 16]","[0.0012461236, 0.005684165, 0.0010592273]","[0.99773115, 0.92217416, 0.99684095]","[0.0010227674, 0.07214174, 0.0020997645]",0.4983968734741211
251,"Current Version Feb 1, 2023 Written By Nicole Bowling, CPT Edited By Frank Crooks Sep 30, 2019 Medically Reviewed By Natalie Olsen, RD, LD, ACSM EP-C Share this article Tuna and salmon are two of the most popular seafood choices.","Find her on Instagram for fitness tidbits, #momlife, and more. Last medically reviewed on  September 30, 2019 Our experts continually monitor the health and wellness space, and we update our articles when new information becomes available. Current Version Feb 1, 2023 Written By Nicole Bowling, CPT Edited By Frank Crooks Sep 30, 2019 Medically Reviewed By Natalie Olsen, RD, LD, ACSM EP-C Share this article Tuna and salmon are two of the most popular seafood choices. This article examines these two types of fish, so you can decide which might be best for… A vegetarian diet emphasizes plant foods and includes some animal foods. This article provides an overview of whether you can eat fish on a vegetarian… Those with nausea seem to tolerate certain foods and drinks better than others.",https://www.healthline.com/health/food-nutrition/11-best-fish-to-eat,{'diet AND healthiest AND fish'},"[0, 1, 11, 16, 22]","[0.00096425926, 0.0013454583, 0.0028661708, 0.0012089277, 0.0023932813]","[0.9971156, 0.9866963, 0.9508169, 0.99139684, 0.99337256]","[0.0019201703, 0.01195822, 0.04631688, 0.0073942854, 0.0042341407]",0.4980681240558624
252,"[1][2] Fish can acoustically communicate with each other, most often in the context of feeding, aggression or courtship.","The first fish with jaws appeared in the Silurian period, after which many (such as sharks) became formidable marine predators rather than just the prey of arthropods. Most fish are ectothermic (""cold-blooded""), allowing their body temperatures to vary as ambient temperatures change, though some of the large active swimmers like white shark and tuna can hold a higher core temperature. [1][2] Fish can acoustically communicate with each other, most often in the context of feeding, aggression or courtship. [3]  Fish are abundant in most bodies of water. They can be found in nearly all aquatic environments, from high mountain streams (e.g., char and gudgeon) to the abyssal and even hadal depths of the deepest oceans (e.g., cusk-eels and snailfish), although no species has yet been documented in the deepest 25% of the ocean.",https://en.wikipedia.org/wiki/Fish,{'fish'},"[1, 7, 11, 16, 19]","[0.0017667391, 0.02222636, 0.044270206, 0.0008626315, 0.02531911]","[0.98016125, 0.91987777, 0.8294512, 0.99735034, 0.6570025]","[0.018072072, 0.057895847, 0.1262787, 0.0017870032, 0.3176784]",0.4980127811431885
253,"If you are looking for a permanent fish habitat solution, put your trust in a time proven and reliable product that only MossBack Fish Habitat delivers.","For over a decade, we have been working with HOAs and lake or pond development professionals as well as government agencies. MossBack Fish Habitat has also been working together with state and federal agencies nationwide providing products aimed at attracting fish, creating sanctuary habitat for forage and fry, or providing ambush structure for trophy sport fish. If you are looking for a permanent fish habitat solution, put your trust in a time proven and reliable product that only MossBack Fish Habitat delivers. If you have any questions about what fish habitat option is right for you, contact us today or fill out our habitat questionnaire.",https://mossbackfishhabitat.com/,{'fish AND habitat'},"[3, 13, 22]","[0.35622787, 0.0010976365, 0.008087376]","[0.5380402, 0.997752, 0.9852079]","[0.10573193, 0.0011504021, 0.0067047975]",0.49774426221847534
254,"The total number of living fish species—about 32,000— is greater than the total of all other vertebrate species (amphibians, reptiles, birds, and mammals) combined.","Another is that fish are very old on the evolutionary scale. According to fossil records, they have been on Earth for more than 500 million years! The total number of living fish species—about 32,000— is greater than the total of all other vertebrate species (amphibians, reptiles, birds, and mammals) combined. From the National Geographic book, Animal Encyclopedia, 2012 See how this school of tiny fish uses bacteria to glow in the dark Copyright © 1996-2015 National Geographic SocietyCopyright © 2015-2023 National Geographic Partners, LLC.",https://www.nationalgeographic.com/animals/fish,{'fish'},"[0, 1, 7, 11, 22]","[0.0005994163, 0.00074768625, 0.028280655, 0.004442039, 0.0015746691]","[0.99697053, 0.99761933, 0.91735494, 0.9818396, 0.99513525]","[0.0024300045, 0.0016329917, 0.05436444, 0.013718295, 0.0032900558]",0.497712641954422
255,"According to the Dietary Guidelines for Americans 2020–2025, a healthy diet should: Evidence is mixed about the importance of food frequency.","Fewer meals mean fewer opportunities to get in key nutrients the body needs. While we do not have strong evidence to support the importance of meal frequency, substantial evidence supports the overall health benefits of following a well-balanced, nutrient-rich diet. According to the Dietary Guidelines for Americans 2020–2025, a healthy diet should: Evidence is mixed about the importance of food frequency. While there is no solid evidence to suggest that one eating style is superior to the other, both can offer health and wellness benefits if you follow a healthy eating pattern. Thus, it ultimately comes down to personal preference and which approach works best for you.",https://www.medicalnewstoday.com/articles/is-it-better-to-eat-several-small-meals-or-fewer-larger-ones,{'times AND large AND small AND multiple'},"[0, 1]","[0.088856265, 0.0028642714]","[0.908127, 0.97448313]","[0.0030166458, 0.022652602]",0.49656933546066284
256,"Fish eyes are similar to those of terrestrial vertebrates like birds and mammals, but have a more spherical lens.","Fish behavior in mazes reveals that they possess spatial memory and visual discrimination. [45]  Vision is an important sensory system for most species of fish. Fish eyes are similar to those of terrestrial vertebrates like birds and mammals, but have a more spherical lens. Their retinas generally have both rods and cones (for scotopic and photopic vision), and most species have colour vision. Some fish can see ultraviolet and some can see polarized light.",https://en.wikipedia.org/wiki/Fish,{'fish'},"[0, 1, 11, 16]","[0.0014945501, 0.001971646, 0.015979622, 0.0021594877]","[0.99099886, 0.97951335, 0.9525389, 0.99555236]","[0.0075066034, 0.018515112, 0.031481426, 0.0022881625]",0.49633142352104187
257,Some researchers have calculated food intake for some species.,"Some freshwater eels (Anguilla spp. ) can survive more than a year without food. Some researchers have calculated food intake for some species. Many bony fishes, such as mackerels and tunas (family Scombridae), seabasses (family Serranidae), and others are active predators. Like other predators, they often select weak, ill, injured, or dying prey because it is easier to catch.",https://seaworld.org/animals/all-about/bony-fish/diet/,{'diet AND fish AND food'},[22],[0.0011310623],[0.9958358],[0.0030330867],0.49631360173225403
258,"Historically and today, most fish harvested for human consumption has come by means of catching wild fish.","[101] Carp, snakeheads,[102] tilapia, European perch, brown trout, rainbow trout, and sea lampreys are other examples of fish that have caused problems by being introduced into alien environments. Throughout history, humans have used fish as a food source for dietary protein. Historically and today, most fish harvested for human consumption has come by means of catching wild fish. However, fish farming, which has been practiced since about 3,500 BCE in ancient China,[103] is becoming increasingly important in many nations. Overall, about one-sixth of the world's protein is estimated to be provided by fish.",https://en.wikipedia.org/wiki/Fish,{'fish'},"[11, 16]","[0.0014602034, 0.00086704583]","[0.9870432, 0.99739814]","[0.011496567, 0.0017348394]",0.49598783254623413
259,Fish intake during pregnancy is recommended because moderate scientific evidence shows it can help your baby’s cognitive development.,"Fish provide iron and zinc to support children’s immune systems. Fish are a source of other nutrients like protein, vitamin B12, vitamin D, and selenium too. Fish intake during pregnancy is recommended because moderate scientific evidence shows it can help your baby’s cognitive development. Strong evidence shows that eating fish, as part of a healthy eating pattern, may have heart health benefits. A healthy eating pattern consists of choices across all food groups (vegetables, fruits, grains, dairy, and protein foods, which includes fish), eaten in recommended amounts, and within calorie needs.",https://www.fda.gov/food/consumers/advice-about-eating-fish,"{'diet AND healthiest AND dietary AND guideline AND fish AND information', 'diet AND fish AND food', 'diet AND fish', 'diet AND fish AND species AND shrimp'}","[1, 11, 16]","[0.002897172, 0.005079299, 0.0016655625]","[0.97508585, 0.8884065, 0.9890259]","[0.022017041, 0.10651424, 0.009308488]",0.49531176686286926
260,Fish intake during pregnancy is recommended because moderate scientific evidence shows it can help your baby’s cognitive development.,"Fish are also a source of other nutrients like protein, vitamin B12, vitamin D, and selenium. Eating fish can provide other health benefits too. Fish intake during pregnancy is recommended because moderate scientific evidence shows it can help your baby’s cognitive development. Strong evidence shows that eating fish, as part of a healthy eating pattern, may have heart health benefits. Healthy eating patterns that include fish may have other benefits too.",https://www.epa.gov/fish-tech/epa-fda-advice-about-eating-fish-and-shellfish,{'diet AND healthiest AND dietary AND guideline AND fish AND information'},"[1, 11, 16]","[0.002897172, 0.005079299, 0.0016655625]","[0.97508585, 0.8884065, 0.9890259]","[0.022017041, 0.10651424, 0.009308488]",0.49531176686286926
261,[citation needed]  Fish can be prepared in a variety of ways.,"In addition, there are many species of shellfish. However, only a small number of species are commonly eaten by humans. [citation needed]  Fish can be prepared in a variety of ways. It can be served uncooked (raw food, e.g., sashimi); cured by marinating (e.g., ceviche), pickling (e.g., pickled herring) or smoking (e.g., smoked salmon); or cooked by baking, frying (e.g., fish and chips), grilling, poaching (e.g., court-bouillon) or steaming. Many of the preservation techniques used in different cultures have since become unnecessary but are still performed for their resulting taste and texture when consumed.",https://en.wikipedia.org/wiki/Fish_as_food,{'fish AND food'},"[1, 11, 16, 22]","[0.00074758555, 0.0011242013, 0.0011658755, 0.0009654815]","[0.9956103, 0.9898962, 0.9971306, 0.99750584]","[0.0036420687, 0.00897963, 0.0017035602, 0.0015287905]",0.49474942684173584
262,Another is that fish are very old on the evolutionary scale.,"One reason fish are so diverse is that 70 percent of the planet is covered in water. The animals in this group live in a variety of habitats ranging from coral reefs and kelp forests to rivers, streams, and the open ocean. Another is that fish are very old on the evolutionary scale. According to fossil records, they have been on Earth for more than 500 million years! The total number of living fish species—about 32,000— is greater than the total of all other vertebrate species (amphibians, reptiles, birds, and mammals) combined.",https://www.nationalgeographic.com/animals/fish,{'fish'},"[1, 11, 16]","[0.0016199726, 0.07265962, 0.0019389075]","[0.98741734, 0.8434357, 0.9966973]","[0.010962712, 0.08390473, 0.001363797]",0.49467968940734863
263,"More than 5,600 fish species inhabit Neotropical freshwaters alone, such that Neotropical fishes represent about 10% of all vertebrate species on the Earth.","Fish species diversity is roughly divided equally between marine (oceanic) and freshwater ecosystems. Coral reefs in the Indo-Pacific constitute the center of diversity for marine fishes, whereas continental freshwater fishes are most diverse in large river basins of tropical rainforests, especially the Amazon, Congo, and Mekong basins. More than 5,600 fish species inhabit Neotropical freshwaters alone, such that Neotropical fishes represent about 10% of all vertebrate species on the Earth. Exceptionally rich sites in the Amazon basin, such as Cantão State Park, can contain more freshwater fish species than occur in all of Europe. [35]  The deepest living fish in the ocean so far found is the snailfish (Pseudoliparis belyaevi) which was filmed in the Izu-Ogasawara Trench off the coast of Japan at 8,336 meters in August 2022.",https://en.wikipedia.org/wiki/Fish,{'fish'},"[1, 7, 11, 22]","[0.00067274476, 0.01613805, 0.0019897858, 0.0008283291]","[0.9974905, 0.93703395, 0.99223, 0.99664474]","[0.0018367026, 0.04682801, 0.005780306, 0.0025268972]",0.49399757385253906
264,"In general, the dietary patterns showing the most health benefits are based mainly on plant foods (including non-starchy vegetables, whole fruits, whole grains, legumes, and nuts/seeds), healthy protein sources (higher in legumes and/or fish and/or poultry, and lower in processed meats and red meat), and include unsaturated fats (such as  mono- and polyunsaturated fat).","Limiting the amount of time spent sitting, as suggested in the table below, may help maintain a healthy body weight and reduce the risk of certain cancers. Tips to reduce sitting time      A healthy eating pattern includes: A healthy eating pattern limits or does not include: In recent years, the effects of dietary patterns on the risk of cancer (and other diseases) have taken on more importance, as opposed to the effects of individual nutrients. In general, the dietary patterns showing the most health benefits are based mainly on plant foods (including non-starchy vegetables, whole fruits, whole grains, legumes, and nuts/seeds), healthy protein sources (higher in legumes and/or fish and/or poultry, and lower in processed meats and red meat), and include unsaturated fats (such as  mono- and polyunsaturated fat). These patterns are also lower in added sugar, saturated and/or trans fats, and excess calories. Studies have provided consistent and compelling evidence that such healthy dietary patterns are linked with a lower risk of cancer, certain other diseases, and dying at a younger age.",https://www.cancer.org/cancer/risk-prevention/diet-physical-activity/acs-guidelines-nutrition-physical-activity-cancer-prevention/guidelines.html,{'diet AND healthiest AND dietary AND guideline AND fish AND information'},[11],[0.0067639095],[0.81563044],[0.17760566],0.4936826825141907
265,"Some fish have specially adapted kidneys that vary in function, allowing them to move from freshwater to saltwater.","The reverse happens in freshwater fish: they tend to gain water osmotically. Their kidneys produce dilute urine for excretion. Some fish have specially adapted kidneys that vary in function, allowing them to move from freshwater to saltwater. The scales of fish originate from the mesoderm (skin); they may be similar in structure to teeth. Fish typically have quite small brains relative to body size compared with other vertebrates, typically one-fifteenth the brain mass of a similarly sized bird or mammal.",https://en.wikipedia.org/wiki/Fish,{'fish'},"[1, 11, 16]","[0.0022585657, 0.0048268093, 0.0027713515]","[0.9390072, 0.9247557, 0.9828387]","[0.05873416, 0.07041748, 0.014389948]",0.4929329752922058
266,Saltwater fish tend to lose water because of osmosis.,Some of the wastes diffuse through the gills. Blood wastes are filtered by the kidneys. Saltwater fish tend to lose water because of osmosis. Their kidneys return water to the body. The reverse happens in freshwater fish: they tend to gain water osmotically.,https://en.wikipedia.org/wiki/Fish,{'fish'},"[1, 11, 16]","[0.002164448, 0.09243203, 0.0023276021]","[0.9606513, 0.85484207, 0.98698294]","[0.037184298, 0.052725885, 0.010689466]",0.492917001247406
267,"SUMMARY Fish is high in omega-3 fatty acids, which is essential for brain and eye development.","Thus, pregnant women should only eat low-mercury fish, such as salmon, sardines, and trout, and no more than 12 ounces (340 grams) per week. They should also avoid raw and uncooked fish because it may contain microorganisms that can harm the fetus. SUMMARY Fish is high in omega-3 fatty acids, which is essential for brain and eye development. It’s recommended that pregnant and breastfeeding women get enough omega-3s but avoid high-mercury fish. Your brain function often declines with aging.",https://www.healthline.com/nutrition/11-health-benefits-of-fish,{'diet AND fish'},"[0, 1, 11, 16]","[0.0010621785, 0.0016455104, 0.0087689115, 0.00094317575]","[0.99777967, 0.9825516, 0.94150645, 0.9962901]","[0.0011581728, 0.015802799, 0.0497246, 0.0027668087]",0.491946816444397
268,[8]  Eating oily fish containing long-chain omega-3 fatty acids may reduce systemic inflammation and lower the risk of cardiovascular disease.,"Whitefish, such as haddock and seer, contain very little fat (usually less than 1%) whereas oily fish, such as sardines, contain between 10–25%. The latter, as a result of its high fat content, contain a range of fat-soluble vitamins (A, D, E and K) and essential fatty acids, all of which are vital for the healthy functioning of the body"". [8]  Eating oily fish containing long-chain omega-3 fatty acids may reduce systemic inflammation and lower the risk of cardiovascular disease. [9][10] Eating about 140 grams (4.9 oz) of oily fish rich in omega-3 fatty acids once per week is a recommended consumption amount. [9][10] Increasing intake of omega-3 fatty acids may slightly reduce the risk of a fatal heart attack,[10] but likely has little effect on the overall number of deaths from cardiovascular disease.",https://en.wikipedia.org/wiki/Fish_as_food,{'fish AND food'},"[1, 11, 16]","[0.0014783648, 0.006460957, 0.0011961625]","[0.9897865, 0.9090437, 0.9967969]","[0.008735222, 0.08449541, 0.0020069939]",0.4917096495628357
269,"Jaws allow fish to eat a wide variety of food, including plants and other organisms.","The ventricle is another thick-walled, muscular chamber and it pumps the blood, first to the fourth part, bulbus arteriosus, a large tube, and then out of the heart. The bulbus arteriosus connects to the aorta, through which blood flows to the gills for oxygenation. Jaws allow fish to eat a wide variety of food, including plants and other organisms. Fish ingest food through the mouth and break it down in the esophagus. In the stomach, food is further digested and, in many fish, processed in finger-shaped pouches called pyloric caeca, which secrete digestive enzymes and absorb nutrients.",https://en.wikipedia.org/wiki/Fish,{'fish'},"[1, 4, 8, 11, 16]","[0.0007511819, 0.00064680737, 0.6510668, 0.0008771348, 0.00065616774]","[0.9939248, 0.9968568, 0.34733635, 0.99057746, 0.9970431]","[0.0053239837, 0.0024963974, 0.0015968594, 0.008545416, 0.0023006871]",0.4909982681274414
